ID,Suburb,Address,Postcode,CouncilArea,Regionname,Price,SaleDate,Seller,Bedrooms,Bathrooms,CarSpaces,Landsize,Latitude,Longitude
398,Footscray,60 Cross St,3011,Maribyrnong,Western Metropolitan,878000,15/07/2017,Jas,3,2,2,163,-37.80069,144.88199
399,Kingsville,62A Williamstown Rd,3012,Maribyrnong,Western Metropolitan,735000,17/06/2017,McGrath,2,1,1,170,-37.80635,144.8845
400,Yarraville,33A Severn St,3013,Maribyrnong,Western Metropolitan,780000,12/08/2017,Sweeney,2,1,1,178,-37.81481,144.88013
401,Footscray,15 Greer St,3011,Maribyrnong,Western Metropolitan,1000000,22/07/2017,Nelson,4,2,1,180,-37.79686,144.908
402,Yarraville,19/37 Stephen St,3013,Maribyrnong,Western Metropolitan,920000,12/08/2017,Village,3,2,2,182,-37.81249,144.89531
403,Maidstone,3/13 Winston St,3012,Maribyrnong,Western Metropolitan,710000,12/08/2017,Jas,3,2,2,186,-37.78559,144.86483
404,Yarraville,40 Kingston St,3013,Maribyrnong,Western Metropolitan,872500,29/04/2017,Jas,3,1,2,189,-37.8145,144.8808
405,Maidstone,72B Richelieu St,3012,Maribyrnong,Western Metropolitan,702000,15/07/2017,Jas,3,2,2,189,-37.78606,144.87205
406,Seddon,6 Alexander St,3011,Maribyrnong,Western Metropolitan,900000,17/06/2017,Village,3,1,0,194,-37.8041,144.8916
407,Yarraville,55 Simpson St,3013,Maribyrnong,Western Metropolitan,1044000,22/07/2017,Jas,2,1,0,197,-37.81736,144.89133
408,Maribyrnong,1/59 Middle Rd,3032,Maribyrnong,Western Metropolitan,675000,15/07/2017,Biggin,2,1,2,198,-37.76703,144.88915
409,Seddon,17 Tennyson St,3011,Maribyrnong,Western Metropolitan,1180000,3/06/2017,Biggin,3,1,0,198,-37.80779,144.88887
410,Yarraville,29 Wilson St,3013,Maribyrnong,Western Metropolitan,935000,8/04/2017,Jas,3,1,0,198,-37.8194,144.8914
411,Maribyrnong,22 Mephan St,3032,Maribyrnong,Western Metropolitan,815000,24/06/2017,Edward,3,2,2,198,-37.78667,144.88834
412,Seddon,19 Station Rd,3011,Maribyrnong,Western Metropolitan,940000,27/05/2017,Jellis,2,1,0,207,-37.8071,144.88912
413,Maidstone,1/30 Burns St,3012,Maribyrnong,Western Metropolitan,810000,24/06/2017,Biggin,3,2,2,209,-37.78707,144.87608
414,Yarraville,96 Hamilton St,3013,Maribyrnong,Western Metropolitan,820000,20/05/2017,Village,2,1,0,211,-37.812,144.8865
415,Yarraville,24 Goulburn St,3013,Maribyrnong,Western Metropolitan,1225000,3/06/2017,RT,3,1,0,230,-37.81493,144.88974
416,Yarraville,1/23 Bena St,3013,Maribyrnong,Western Metropolitan,1142000,12/08/2017,Nelson,4,3,2,234,-37.81961,144.88132
417,Maribyrnong,11 Maireana St,3032,Maribyrnong,Western Metropolitan,1085000,3/06/2017,Biggin,4,2,2,238,-37.7833,144.89717
418,Maidstone,33 Richelieu St,3012,Maribyrnong,Western Metropolitan,650000,22/07/2017,Sweeney,2,1,2,249,-37.78891,144.87114
419,Maribyrnong,22 The Grand,3032,Maribyrnong,Western Metropolitan,1510500,27/05/2017,Biggin,4,2,4,251,-37.7839,144.89431
420,Seddon,14 James St,3011,Maribyrnong,Western Metropolitan,900000,17/06/2017,Sweeney,3,1,1,252,-37.80552,144.88889
421,Yarraville,1/6 Jepson St,3013,Maribyrnong,Western Metropolitan,1070000,13/05/2017,Jas,3,2,2,257,-37.813,144.8703
422,Maidstone,3/83 Mitchell St,3012,Maribyrnong,Western Metropolitan,895000,1/07/2017,Rendina,3,2,2,262,-37.78284,144.88098
423,Yarraville,2 Adeney St,3013,Maribyrnong,Western Metropolitan,750000,29/07/2017,hockingstuart,2,1,2,269,-37.81649,144.86731
424,West Footscray,16 Market St,3012,Maribyrnong,Western Metropolitan,850000,22/07/2017,Jas,3,1,2,269,-37.79638,144.87911
425,Kingsville,182 Williamstown Rd,3012,Maribyrnong,Western Metropolitan,900000,12/08/2017,Jas,3,1,1,275,-37.81167,144.88346
426,Maidstone,76A Norfolk St,3012,Maribyrnong,Western Metropolitan,650000,15/07/2017,Jas,2,2,1,279,-37.78799,144.87515
427,Kingsville,48 Coronation St,3012,Maribyrnong,Western Metropolitan,1020000,1/07/2017,Village,3,1,0,281,-37.80781,144.88083
428,Yarraville,62 Stephen St,3013,Maribyrnong,Western Metropolitan,1285000,8/07/2017,Village,3,1,1,284,-37.81335,144.89471
429,Yarraville,10 Salisbury St,3013,Maribyrnong,Western Metropolitan,950000,29/04/2017,Sweeney,3,2,2,287,-37.8233,144.8825
430,Maidstone,2/166 Mitchell St,3012,Maribyrnong,Western Metropolitan,821000,29/07/2017,Jas,4,3,2,294,-37.78133,144.86768
431,Seddon,36 Bayview Rd,3011,Maribyrnong,Western Metropolitan,1085000,24/06/2017,Village,3,1,1,297,-37.80828,144.8856
432,Braybrook,1 Walker Pl,3019,Maribyrnong,Western Metropolitan,590000,8/07/2017,hockingstuart,2,1,1,304,-37.78341,144.85574
433,Yarraville,455 Geelong Rd,3013,Maribyrnong,Western Metropolitan,650000,20/05/2017,Village,2,1,2,304,-37.8122,144.8671
434,Yarraville,2C Castlemaine St,3013,Maribyrnong,Western Metropolitan,1425000,29/04/2017,Jas,3,3,2,305,-37.8149,144.8942
435,Footscray,36 Southampton St,3011,Maribyrnong,Western Metropolitan,910000,17/06/2017,Sweeney,2,1,0,312,-37.79592,144.88595
436,Maidstone,18 Pullar St,3012,Maribyrnong,Western Metropolitan,468000,22/07/2017,Burnham,2,1,2,312,-37.78353,144.87233
437,Footscray,16 Creswick St,3011,Maribyrnong,Western Metropolitan,900000,22/07/2017,Sweeney,3,1,3,312,-37.79334,144.89128
438,Footscray,27 Leander St,3011,Maribyrnong,Western Metropolitan,991000,15/07/2017,Village,2,1,1,318,-37.79529,144.88453
439,West Footscray,18 Molesworth Ct,3012,Maribyrnong,Western Metropolitan,1276000,12/08/2017,Jas,4,2,1,323,-37.79429,144.87412
440,Yarraville,46 MacKay St,3013,Maribyrnong,Western Metropolitan,1455000,29/04/2017,Village,4,1,1,328,-37.8097,144.8906
441,Kingsville,69 Chirnside St,3012,Maribyrnong,Western Metropolitan,1180000,3/06/2017,Jas,3,1,1,335,-37.80742,144.88297
442,West Footscray,6 Argyle St,3012,Maribyrnong,Western Metropolitan,1155000,3/06/2017,Village,3,2,1,342,-37.79369,144.87511
443,Maribyrnong,13 Cedar Dr,3032,Maribyrnong,Western Metropolitan,1200000,12/08/2017,Biggin,3,2,2,352,-37.77413,144.87533
444,Yarraville,183 Stephen St,3013,Maribyrnong,Western Metropolitan,970000,20/05/2017,Raine,3,2,0,354,-37.8212,144.8937
445,Yarraville,86 Francis St,3013,Maribyrnong,Western Metropolitan,1042000,15/07/2017,Jas,3,1,1,358,-37.82116,144.89181
446,Maribyrnong,2/10 Pridham St,3032,Maribyrnong,Western Metropolitan,940000,12/08/2017,Biggin,3,2,2,366,-37.7816,144.88999
447,West Footscray,24 Hope St,3012,Maribyrnong,Western Metropolitan,876000,1/07/2017,Biggin,2,1,1,369,-37.79205,144.87142
448,West Footscray,243 Essex St,3012,Maribyrnong,Western Metropolitan,749000,24/06/2017,Jas,2,1,1,369,-37.79221,144.86408
449,West Footscray,22 Hope St,3012,Maribyrnong,Western Metropolitan,1100000,3/06/2017,Biggin,3,2,3,380,-37.79194,144.87144
450,Yarraville,26 Buninyong St,3013,Maribyrnong,Western Metropolitan,1370000,20/05/2017,Greg,3,2,2,389,-37.8181,144.8882
451,Footscray,7 Batman St,3011,Maribyrnong,Western Metropolitan,1100000,27/05/2017,Burnham,3,1,0,390,-37.79977,144.88887
452,Yarraville,292 Hyde St,3013,Maribyrnong,Western Metropolitan,750000,20/05/2017,McGrath,3,2,1,390,-37.8227,144.8955
453,Yarraville,56 Severn St,3013,Maribyrnong,Western Metropolitan,1190000,27/05/2017,Jas,4,1,2,405,-37.81611,144.87945
454,Maidstone,1 Gilda St,3012,Maribyrnong,Western Metropolitan,793000,27/05/2017,hockingstuart,3,1,2,417,-37.78867,144.87397
455,Maidstone,35 Lindenow St,3012,Maribyrnong,Western Metropolitan,876000,8/07/2017,Biggin,3,1,2,420,-37.77915,144.88137
456,West Footscray,15 Alberta St,3012,Maribyrnong,Western Metropolitan,845000,1/07/2017,Jas,3,1,2,422,-37.79644,144.86388
457,Yarraville,12 Montague St,3013,Maribyrnong,Western Metropolitan,1230000,15/07/2017,Jas,3,1,2,433,-37.81183,144.88569
458,Yarraville,87 Ballard St,3013,Maribyrnong,Western Metropolitan,1000000,1/07/2017,Village,4,2,2,438,-37.81789,144.86744
459,Yarraville,17 Adeney St,3013,Maribyrnong,Western Metropolitan,982500,15/07/2017,Village,3,2,2,444,-37.81662,144.866
460,Yarraville,1 Highgate St,3013,Maribyrnong,Western Metropolitan,985500,13/05/2017,Jas,4,1,5,445,-37.8228,144.8769
461,Yarraville,67 Hawkhurst St,3013,Maribyrnong,Western Metropolitan,1115000,1/07/2017,Village,3,1,2,446,-37.82004,144.87174
462,Footscray,12 Jerrold St,3011,Maribyrnong,Western Metropolitan,891000,22/07/2017,Sweeney,4,1,3,446,-37.79221,144.89076
463,Yarraville,30 Freame St,3013,Maribyrnong,Western Metropolitan,1407000,22/07/2017,Village,4,2,2,446,-37.81845,144.87464
464,West Footscray,27 Wellington St,3012,Maribyrnong,Western Metropolitan,915000,22/07/2017,Jas,3,1,2,447,-37.792,144.86856
465,Yarraville,260 Francis St,3013,Maribyrnong,Western Metropolitan,892000,13/05/2017,Village,3,1,2,449,-37.8195,144.8766
466,Yarraville,220 Roberts St,3013,Maribyrnong,Western Metropolitan,1005000,15/07/2017,Jas,3,1,2,451,-37.81796,144.8681
467,Seddon,124 Albert St,3011,Maribyrnong,Western Metropolitan,1870000,12/08/2017,Jas,4,2,2,457,-37.80803,144.89601
468,West Footscray,41 Dongola Rd,3012,Maribyrnong,Western Metropolitan,955000,15/07/2017,Jas,4,1,3,459,-37.79433,144.88001
469,Yarraville,61 Eirene St,3013,Maribyrnong,Western Metropolitan,900000,22/07/2017,Sweeney,2,1,3,463,-37.82333,144.87955
470,Yarraville,42 Wilkins St,3013,Maribyrnong,Western Metropolitan,1035000,17/06/2017,Jas,4,2,3,463,-37.81869,144.8726
471,Yarraville,33 Bromyard St,3013,Maribyrnong,Western Metropolitan,1035000,20/05/2017,Sweeney,2,1,3,469,-37.8184,144.872
472,Maidstone,7 Churchill Av,3012,Maribyrnong,Western Metropolitan,681000,22/07/2017,Biggin,3,1,2,523,-37.78242,144.86955
473,Yarraville,66 Drew St,3013,Maribyrnong,Western Metropolitan,1256000,22/04/2017,hockingstuart,2,1,3,531,-37.8158,144.8707
474,Maidstone,20 Jackson St,3012,Maribyrnong,Western Metropolitan,930000,15/07/2017,Jas,3,1,4,545,-37.78571,144.87346
475,Maribyrnong,6 Clyde St,3032,Maribyrnong,Western Metropolitan,1050000,1/07/2017,Brad,3,2,1,563,-37.769,144.89934
476,Braybrook,15 Myalla St,3019,Maribyrnong,Western Metropolitan,570000,24/06/2017,Sweeney,2,1,2,567,-37.7877,144.84757
477,Maribyrnong,29 Monash St,3032,Maribyrnong,Western Metropolitan,920000,24/06/2017,Biggin,2,1,1,575,-37.78446,144.88781
478,West Footscray,24 Elphinstone St,3012,Maribyrnong,Western Metropolitan,1300000,29/07/2017,Jas,4,2,2,588,-37.79458,144.87271
479,Braybrook,35 Carlton St,3019,Maribyrnong,Western Metropolitan,800000,29/07/2017,Biggin,3,1,2,591,-37.78062,144.84803
480,Yarraville,54 Tongue St,3013,Maribyrnong,Western Metropolitan,2035000,8/04/2017,Jas,4,2,0,607,-37.8128,144.8905
481,Braybrook,10 Menzies St,3019,Maribyrnong,Western Metropolitan,760000,8/07/2017,Biggin,5,2,2,622,-37.78207,144.85342
482,Braybrook,15 McLennan St,3019,Maribyrnong,Western Metropolitan,810000,24/06/2017,GL,3,1,2,649,-37.78261,144.84954
483,Maidstone,12 Inkerman St,3012,Maribyrnong,Western Metropolitan,1005000,22/07/2017,Sweeney,3,1,5,653,-37.78639,144.88214
484,Yarraville,72 Bishop St,3013,Maribyrnong,Western Metropolitan,1240000,1/07/2017,Jas,3,3,6,668,-37.81381,144.87438
485,Yarraville,72 Bishop St,3013,Maribyrnong,Western Metropolitan,1400000,15/07/2017,Jas,3,3,6,668,-37.81381,144.87438
486,Maidstone,15 Havelock St,3012,Maribyrnong,Western Metropolitan,1170000,15/07/2017,Biggin,2,1,2,686,-37.78493,144.87968
487,Braybrook,14 Enderby Ct,3019,Maribyrnong,Western Metropolitan,797000,8/07/2017,Douglas,3,1,2,694,-37.79382,144.85107
488,Maribyrnong,8 Mitchell St,3032,Maribyrnong,Western Metropolitan,1340000,8/07/2017,hockingstuart,4,1,3,697,-37.78352,144.88981
489,Yarraville,39 Benbow St,3013,Maribyrnong,Western Metropolitan,1100000,12/08/2017,Sweeney,3,1,6,732,-37.82252,144.87718
490,Maribyrnong,6/82 Raleigh Rd,3032,Maribyrnong,Western Metropolitan,301000,17/06/2017,Frank,1,1,1,887,-37.76878,144.89197
491,Footscray,9/3 Gordon St,3011,Maribyrnong,Western Metropolitan,240000,17/06/2017,Trimson,1,1,1,1015,-37.78778,144.89037
492,Yarraville,54 Pentland Pde,3013,Maribyrnong,Western Metropolitan,2450000,29/07/2017,Village,6,3,2,1087,-37.81038,144.89389
493,West Footscray,8/102 Cross St,3012,Maribyrnong,Western Metropolitan,480000,3/06/2017,Jas,2,1,1,1157,-37.80029,144.87859
494,Footscray,107/250 Barkly St,3011,Maribyrnong,Western Metropolitan,430000,22/07/2017,McGrath,2,1,1,1909,-37.79919,144.89607
495,Maidstone,14/4 Crefden St,3012,Maribyrnong,Western Metropolitan,280000,1/07/2017,McGrath,1,1,1,3826,-37.77757,144.87232
496,Footscray,1 Swallow La,3011,Maribyrnong,Western Metropolitan,605000,3/06/2017,Rendina,3,1,2,4096,-37.8021,144.9075
497,Maribyrnong,18/4 Wests Rd,3032,Maribyrnong,Western Metropolitan,353000,27/05/2017,Biggin,2,1,1,4977,-37.77367,144.88161
498,Maribyrnong,2/6 Horizon Dr,3032,Maribyrnong,Western Metropolitan,585000,3/06/2017,Brad,2,2,2,37000,-37.77518,144.89254
499,West Melbourne,8/115 Stanley St,3003,Melbourne,Northern Metropolitan,800000,6/08/2016,Nelson,2,2,2,54,-37.8094,144.9479
500,Carlton,22 Faraday St,3053,Melbourne,Northern Metropolitan,1460000,4/03/2017,Nelson,2,1,0,99,-37.7992,144.9738
501,Carlton,254 Faraday St,3053,Melbourne,Northern Metropolitan,1590000,7/05/2016,Woodards,3,2,2,100,-37.7983,144.9655
502,West Melbourne,6/40 Batman St,3003,Melbourne,Northern Metropolitan,1130000,18/06/2016,Caine,3,2,2,116,-37.8102,144.9515
503,Carlton,83 Princes St,3053,Melbourne,Northern Metropolitan,720000,7/05/2016,hockingstuart,2,1,1,117,-37.793,144.9728
504,Carlton,40 Carlton St,3053,Melbourne,Northern Metropolitan,1662000,7/05/2016,Nelson,3,1,0,118,-37.8009,144.9729
505,Southbank,85 Montague St,3006,Melbourne,Southern Metropolitan,700000,18/06/2016,Cayzer,3,1,0,199,-37.8299,144.9496
506,West Melbourne,96 Roden St,3003,Melbourne,Northern Metropolitan,2370000,4/06/2016,Alexkarbon,3,3,2,265,-37.8073,144.9481
507,West Melbourne,44 Miller St,3003,Melbourne,Northern Metropolitan,2100000,28/05/2016,Brad,4,1,0,440,-37.8056,144.9463
508,West Melbourne,115 Abbotsford St,3003,Melbourne,Northern Metropolitan,1260000,4/06/2016,Alexkarbon,3,3,2,506,-37.805,144.9448
509,Southbank,75/285 City Rd,3006,Melbourne,Southern Metropolitan,370000,30/07/2016,Dingle,1,1,1,546,-37.8274,144.9587
510,West Melbourne,209/5 Stawell St,3003,Melbourne,Northern Metropolitan,443000,24/09/2016,Nelson,1,1,1,547,-37.806,144.942
511,West Melbourne,7/88 Ireland St,3003,Melbourne,Northern Metropolitan,1120000,25/02/2017,Jellis,3,3,1,801,-37.8067,144.9435
512,Southbank,909/118 Kavanagh St,3006,Melbourne,Southern Metropolitan,430000,12/11/2016,Dingle,2,2,0,2295,-37.8256,144.9622
513,Southbank,601/65 Coventry St,3006,Melbourne,Southern Metropolitan,622500,22/05/2016,hockingstuart,2,2,1,2955,-37.8299,144.9679
514,Carlton,46/121 Rathdowne St,3053,Melbourne,Northern Metropolitan,735000,3/12/2016,Woodards,3,1,2,3455,-37.8042,144.9691
515,Southbank,406/152 Sturt St,3006,Melbourne,Southern Metropolitan,480000,14/05/2016,Greg,1,1,1,3878,-37.8255,144.9665
516,Essendon,4/18 Shaftesbury St,3040,Moonee Valley,Western Metropolitan,280000,27/05/2017,Frank,1,1,1,28,-37.75209,144.92255
517,Essendon West,2 Diamond St,3040,Moonee Valley,Western Metropolitan,1406000,13/05/2017,Nelson,3,1,1,34,-37.7506,144.8891
518,Essendon,1/5 Thistle St,3040,Moonee Valley,Western Metropolitan,350000,22/04/2017,Jellis,1,1,1,46,-37.7515,144.9125
519,Keilor East,12 Hilltop Ct,3033,Moonee Valley,Western Metropolitan,570000,29/04/2017,Nelson,2,2,2,55,-37.7388,144.8767
520,Essendon,4/11 Stanley St,3040,Moonee Valley,Western Metropolitan,426500,29/04/2017,Brad,1,1,1,62,-37.7578,144.9134
521,Keilor East,18 Grandvalley Dr,3033,Moonee Valley,Western Metropolitan,520000,1/07/2017,Whiting,2,2,2,62,-37.73893,144.87661
522,Essendon North,5/15 Bulla Rd,3041,Moonee Valley,Western Metropolitan,415500,22/04/2017,Nelson,2,1,1,82,-37.743,144.9084
523,Essendon North,5/8 Keam St,3041,Moonee Valley,Western Metropolitan,445000,27/05/2017,Barry,2,1,1,92,-37.7388,144.89984
524,Moonee Ponds,4/342 Ascot Vale Rd,3039,Moonee Valley,Western Metropolitan,286000,24/06/2017,Nelson,1,1,1,114,-37.76911,144.92472
525,Airport West,2/80 Hawker St,3042,Moonee Valley,Western Metropolitan,480000,29/04/2017,Barry,2,1,1,128,-37.7216,144.8837
526,Flemington,14 Clarence St,3031,Moonee Valley,Northern Metropolitan,1000000,8/07/2017,Nelson,2,1,0,132,-37.78696,144.92556
527,Essendon,3/222 Pascoe Vale Rd,3040,Moonee Valley,Western Metropolitan,600000,24/06/2017,Barry,2,1,1,132,-37.75344,144.92616
528,Essendon,1/10 Schofield St,3040,Moonee Valley,Western Metropolitan,786000,3/06/2017,Nelson,3,2,1,138,-37.75284,144.90975
529,Flemington,54 Princes St,3031,Moonee Valley,Northern Metropolitan,917000,29/04/2017,Jellis,3,1,0,143,-37.7868,144.9336
530,Airport West,2/19 Hart St,3042,Moonee Valley,Western Metropolitan,737500,24/06/2017,Brad,3,2,2,143,-37.72967,144.88835
531,Essendon North,2/9 McCulloch St,3041,Moonee Valley,Western Metropolitan,785000,15/07/2017,Nelson,2,1,2,145,-37.73993,144.90271
532,Essendon West,7 Garnet St,3040,Moonee Valley,Western Metropolitan,1305000,20/05/2017,Gunn&Co,3,1,2,147,-37.7523,144.8862
533,Ascot Vale,75B Bloomfield Rd,3032,Moonee Valley,Western Metropolitan,1010000,24/06/2017,Brad,3,2,1,150,-37.77639,144.91666
534,Ascot Vale,2/41 Sandown Rd,3032,Moonee Valley,Western Metropolitan,855000,22/07/2017,Alexkarbon,3,1,2,159,-37.78329,144.91842
535,Essendon North,2/9 Grace St,3041,Moonee Valley,Western Metropolitan,800000,17/06/2017,Frank,3,2,1,161,-37.73566,144.89368
536,Keilor East,87A Wyong St,3033,Moonee Valley,Western Metropolitan,635000,8/04/2017,Nelson,3,2,1,162,-37.7308,144.8664
537,Keilor East,1/74 Parkside Av,3033,Moonee Valley,Western Metropolitan,518500,12/08/2017,Nelson,3,1,1,165,-37.74182,144.85498
538,Ascot Vale,11 Milton St,3032,Moonee Valley,Western Metropolitan,1400000,17/06/2017,Nelson,4,1,3,165,-37.77352,144.92188
539,Ascot Vale,103b Maribyrnong Rd,3032,Moonee Valley,Western Metropolitan,819000,24/06/2017,Nelson,3,2,1,166,-37.7719,144.91565
540,Niddrie,2/34 Haldane Rd,3042,Moonee Valley,Western Metropolitan,510000,20/05/2017,Barry,2,1,1,167,-37.7343,144.8824
541,Airport West,3/26 Highridge Cr,3042,Moonee Valley,Western Metropolitan,670000,8/07/2017,Nelson,3,1,2,169,-37.72752,144.88358
542,Moonee Ponds,11A Murray St,3039,Moonee Valley,Western Metropolitan,1100000,13/05/2017,Nelson,3,2,1,169,-37.7595,144.9255
543,Moonee Ponds,53 Derby St,3039,Moonee Valley,Western Metropolitan,951000,15/07/2017,Nelson,2,1,1,172,-37.7638,144.9089
544,Essendon North,3/26 Renown St,3041,Moonee Valley,Western Metropolitan,685000,17/06/2017,Nelson,2,1,1,173,-37.73746,144.90079
545,Essendon,1B Ogilvie St,3040,Moonee Valley,Western Metropolitan,886000,27/05/2017,Nelson,3,2,1,173,-37.75382,144.89167
546,Essendon North,3 Madden St,3041,Moonee Valley,Western Metropolitan,810000,20/05/2017,Pagan,2,2,1,175,-37.7417,144.9079
547,Essendon,1/7 Mary St,3040,Moonee Valley,Western Metropolitan,830000,27/05/2017,Nelson,3,2,1,176,-37.74936,144.89669
548,Essendon,1/8 Graves St,3040,Moonee Valley,Western Metropolitan,864000,1/07/2017,Brad,3,1,2,177,-37.7401,144.89674
549,Niddrie,1/27 Pearl St,3042,Moonee Valley,Western Metropolitan,715000,27/05/2017,Frank,3,1,1,178,-37.74731,144.88826
550,Essendon,4/31 Cooper St,3040,Moonee Valley,Western Metropolitan,707000,22/04/2017,Nelson,2,1,1,179,-37.7514,144.8966
551,Flemington,8 John St,3031,Moonee Valley,Northern Metropolitan,990000,27/05/2017,Nelson,2,1,1,180,-37.7839,144.92727
552,Flemington,8A John St,3031,Moonee Valley,Northern Metropolitan,1085000,22/04/2017,Nelson,3,1,1,180,-37.7839,144.9273
553,Airport West,6/6 Etzel St,3042,Moonee Valley,Western Metropolitan,454000,22/07/2017,Nelson,2,1,1,182,-37.72158,144.8801
554,Strathmore,2/30 Bulla Rd,3041,Moonee Valley,Western Metropolitan,646000,1/07/2017,Nelson,2,1,1,184,-37.7404,144.90835
555,Flemington,90 Bryant St,3031,Moonee Valley,Northern Metropolitan,1100000,6/05/2017,Nelson,2,1,1,186,-37.7837,144.9338
556,Essendon,1/143 Bradshaw St,3040,Moonee Valley,Western Metropolitan,762000,3/06/2017,Brad,2,1,1,195,-37.74125,144.89502
557,Airport West,10A Coniston Av,3042,Moonee Valley,Western Metropolitan,780000,29/07/2017,RE,3,2,1,195,-37.7325,144.88272
558,Ascot Vale,18 McCully St,3032,Moonee Valley,Western Metropolitan,990000,24/06/2017,Brad,3,1,0,196,-37.77552,144.92022
559,Ascot Vale,18A Middle St,3032,Moonee Valley,Western Metropolitan,1200000,24/06/2017,Jellis,3,2,2,198,-37.7771,144.92793
560,Ascot Vale,37 Roxburgh St,3032,Moonee Valley,Western Metropolitan,1306000,15/07/2017,Jellis,3,1,0,199,-37.77561,144.91695
561,Niddrie,1/79 Coghlan St,3042,Moonee Valley,Western Metropolitan,800000,29/04/2017,Barry,3,2,2,202,-37.7418,144.8833
562,Flemington,23 Waltham St,3031,Moonee Valley,Northern Metropolitan,1290000,3/06/2017,hockingstuart,4,2,0,202,-37.78358,144.92927
563,Essendon,24 Butler St,3040,Moonee Valley,Western Metropolitan,1025000,3/06/2017,Nelson,3,2,2,203,-37.75582,144.91061
564,Avondale Heights,12a Doyle St,3034,Moonee Valley,Western Metropolitan,622000,1/07/2017,Moonee,3,1,1,204,-37.76215,144.85986
565,Essendon,1/10 Winifred St,3040,Moonee Valley,Western Metropolitan,850000,27/05/2017,Purplebricks,3,2,2,204,-37.74487,144.91194
566,Flemington,121 Princes St,3031,Moonee Valley,Northern Metropolitan,1060000,29/04/2017,Nelson,2,1,0,209,-37.7846,144.9347
567,Strathmore,77 Hillsyde Pde,3041,Moonee Valley,Western Metropolitan,790000,3/06/2017,Considine,2,2,1,213,-37.73519,144.92374
568,Essendon,20 Butler St,3040,Moonee Valley,Western Metropolitan,1000000,8/07/2017,Nelson,3,2,2,213,-37.74635,144.9229
569,Ascot Vale,30 Milton St,3032,Moonee Valley,Western Metropolitan,865000,27/05/2017,Nelson,3,1,0,217,-37.77391,144.92151
570,Airport West,118 Marshall Rd,3042,Moonee Valley,Western Metropolitan,640000,1/07/2017,Nelson,3,1,2,219,-37.71655,144.88155
571,Keilor East,3/50 Berembong Dr,3033,Moonee Valley,Western Metropolitan,490000,13/05/2017,hockingstuart,2,1,2,220,-37.7346,144.8584
572,Ascot Vale,21 Walter St,3032,Moonee Valley,Western Metropolitan,1130000,8/07/2017,Brad,2,1,1,222,-37.77182,144.90524
573,Essendon,116 Ogilvie St,3040,Moonee Valley,Western Metropolitan,930000,24/06/2017,Brad,3,2,1,223,-37.74566,144.89346
574,Keilor East,1/77 Lincoln Dr,3033,Moonee Valley,Western Metropolitan,745000,20/05/2017,Barry,3,2,1,224,-37.7426,144.868
575,Flemington,10 Dartford St,3031,Moonee Valley,Northern Metropolitan,1250000,6/05/2017,McDonald,3,2,2,226,-37.7824,144.9243
576,Essendon,27 McPhail St,3040,Moonee Valley,Western Metropolitan,1315000,29/07/2017,Barry,3,3,1,226,-37.75485,144.9119
577,Essendon,3/48 Deakin St,3040,Moonee Valley,Western Metropolitan,700000,22/04/2017,Nelson,3,1,1,227,-37.7496,144.892
578,Essendon,5A Overman Ct,3040,Moonee Valley,Western Metropolitan,1162500,20/05/2017,Nelson,4,2,1,230,-37.7547,144.9239
579,Moonee Ponds,6A McPherson St,3039,Moonee Valley,Western Metropolitan,1070000,20/05/2017,Nelson,3,1,2,231,-37.7616,144.9284
580,Moonee Ponds,118 Athol St,3039,Moonee Valley,Western Metropolitan,1090000,3/06/2017,McDonald,2,1,0,233,-37.76919,144.91186
581,Moonee Ponds,59 Margaret St,3039,Moonee Valley,Western Metropolitan,1245000,29/07/2017,McDonald,3,1,0,234,-37.76321,144.91958
582,Ascot Vale,20 Kent St,3032,Moonee Valley,Western Metropolitan,920000,15/07/2017,Nelson,2,2,0,234,-37.78052,144.93002
583,Essendon West,6 Bourke St,3040,Moonee Valley,Western Metropolitan,750000,1/07/2017,Brad,3,1,1,236,-37.75403,144.8867
584,Airport West,18a Creswell Av,3042,Moonee Valley,Western Metropolitan,700000,12/08/2017,Barry,3,2,1,239,-37.73351,144.88749
585,Ascot Vale,97 The Crescent,3032,Moonee Valley,Western Metropolitan,1100000,24/06/2017,hockingstuart,3,2,2,239,-37.77263,144.92045
586,Airport West,18A Hart St,3042,Moonee Valley,Western Metropolitan,730000,17/06/2017,Brad,3,1,2,242,-37.72893,144.88859
587,Moonee Ponds,26 Scotia St,3039,Moonee Valley,Western Metropolitan,760000,3/06/2017,Barry,2,1,0,251,-37.76856,144.90577
588,Essendon,4a Mary St,3040,Moonee Valley,Western Metropolitan,700000,13/05/2017,Barry,2,1,1,251,-37.7491,144.8968
589,Flemington,75 Farnham St,3031,Moonee Valley,Northern Metropolitan,1205000,22/04/2017,Nelson,3,1,0,251,-37.7823,144.9317
590,Ascot Vale,91A Walter St,3032,Moonee Valley,Western Metropolitan,1082000,27/05/2017,Nelson,3,2,2,254,-37.77549,144.90865
591,Airport West,44 Moorna Dr,3042,Moonee Valley,Western Metropolitan,950000,12/08/2017,Barry,4,2,1,255,-37.72572,144.86848
592,Essendon,16 Glass St,3040,Moonee Valley,Western Metropolitan,1100000,17/06/2017,Brad,3,3,2,255,-37.7468,144.92033
593,Moonee Ponds,33A Vine St,3039,Moonee Valley,Western Metropolitan,1410000,29/04/2017,Nelson,3,3,2,256,-37.7685,144.9294
